,headlines,content,fakeness
128,"RS polls: ‘Betrayal’ of trusted Akhilesh aide, SP Brahmin face Manoj Pandey","SP chief whip resigns ahead of RS polls, speculation rife that the  three-time MLA may be fielded by BJP from Raebareli, thus also hurting Congress chances",0
129,"INDIA gets a surprise in Bihar too: 3 MLAs surface in Treasury ranks, strike at Cong’s Dalit base","As RJD's 1 MLA and Cong's 2 say they are quitting their parties, the two protest, seek disqualification; BJP says why blame us if “Opposition rudderless”",0
130,"From the Urdu Press: ‘Cong, SP, AAP tie-ups signal all is not lost in INDIA camp’, ‘In Ajit Pawar’s Muslim outreach, a message to BJP’","'The Chandigarh mayoral election reflects high-handedness with which BJP has been subverting due process and crushing its opponents... In this context, the SC's verdict assumes immense significance,' writes Siasat",0
131,"Rajya Sabha polls: Setback for BJP-JD(S) alliance in Karnataka; one BJP MLA cross-votes, another abstains","D Kupendra Reddy of JD(S) loses out on RS berth after Opposition fails to muster the 45 votes required; earlier, Yeshwanthapura MLA S T Somashekar cast a “vote of conscience” and former minister Shivaram Hebbar did not vote.",0
132,"Oldest MP, a leading voice on Muslim affairs, SP’s Shafiqur Rahman Barq passes away","A four-time MLA and five-time MP from UP, Barq had been involved in politics since 1974 and often made headlines with his remarks in recent years",0
133,"Amid reports of cross-voting in Rajya Sabha polls, how things stood before Tuesday","The composition of the House, where NDA is 10 short of halfway mark, was unlikely to change. Now in UP and Himachal, BJP could have an additional 2 seats by end of day",0
134,"Almost all victims of mob lynching, ‘bulldozer culture’ are Pasmanda Muslims, says report","All India Pasmanda Muslim Mahaz draws on Bihar caste survey to underline backwardness in community, seeks laws for protection; founder-MP Ali Anwar Ansari questions Oppn “silence”",0
135,"Rajya Sabha polls: A day of blows for SP, starting with chief whip; Congress too will feel the pain","Rajya Sabha polls: Seven SP MLAs, many with with influence in Amethi, Raebareli, believed to have cross-voted, 1 did not turn up; all 8 BJP nominees win.",0
136,"BJP cold to caste census, Nitish Kumar puts demand on the back burner, rolls back events, tours","JD(U) may not contest LS polls outside Bihar, although K C Tyagi says party has urged BJP for one seat each in Jharkhand, UP; claims BJP not opposed to caste census",0
137,"Cong 17 seats in UP deal: Why even SP help may not take party far, going by 2019",The vote shares of both may have helped them take just 1 seat off NDA; BJP had won 11 of the 17 seats with more than 50% votes. Story ran along same lines in 2014,0
138,"Today in Politics: RS polls may end in a photo-finish in UP, Himachal, Karnataka; Rahul at Cambridge","PM Modi’s Kerala outreach continues, his third visit in two months; will unveil space infra projects and address rally at concluding event of state BJP’s padayatra.",0
139,"Rajya Sabha polls today: Disadvantage SP in UP, Congress keeps close watch in Karnataka, Himachal","Rajya Sabha polls: The stage is set for a high-octane Rajya Sabha election battle in Uttar Pradesh, Karnataka, and Himachal Pradesh on Tuesday (February 27).",0
140,What does Rahul or Congress gain in contesting from Kerala… I think good sense will prevail: CPI Wayanad nomineeSubscriber Only,"“In Kerala, it is LDF versus UDF, there is no INDIA alliance,” says Annie Raja, adds Rahul has options of TN, Karnataka, Telangana, should focus on fighting BJP",0
141,"First off the blocks, Sajad Lone enters LS poll fray from Baramulla; People’s Conference to skip Jammu","The PC said it will take a decision on the other two constituencies in the Kashmir Valley – Srinagar and Anantnag – in due course, but will not contest any seat in the Jammu region of the Union Territory (UT).",0
142,"Maratha quota: Heat on Devendra Fadnavis singeing it, Shinde govt hardens stance against activist","CM's warning to Jarange Patil follows central BJP taking a dim view of his attacks on Fadnavis, which were in the process helping Opposition's claims",0
143,Litany of cases against T Raja Singh: BJP’s rabble-rouser MLA known for anti-minority rhetoric,"Singh, who is the BJP’s sole MLA in Hyderabad, has 85 active cases against him, while the police say there are 104 FIRs. Now, he is again under the scanner.",0
144,"Road to 2024: BJP’s target not just 370 seats, it is also seeking to touch 50% votesSubscriber Only","This calculation behind the pursuit of new allies, leaders from other parties, including in states where this may not translate into seats.",0
145,"After temple Bill setback, Siddaramaiah govt mulls second Assembly passage or deferral post LS polls","To overcome BJP-JD(S)'s challenge, Cong govt is also considering tabling the amendment Bill at a later stage when it has a majority in Legislative Council",0
146,Haryana INLD chief killing: Former BJP MLA booked is an old political rival,"Former Bahadurgarh MLA Naresh Kaushik has been charged with murder and conspiracy in the killing of Nafe Singh Rathee, with the two having taken on each other in successive elections",0
147,"Congress’s lone Jharkhand MP, Geeta Kora, now quits, joins BJP","The wife of former CM Madhu Kora, Geeta attended a party function as recently as Sunday, say shocked Congress leaders; BJP hopes to make gains in region which eluded it in its 2019 sweep of state",0
148,"As his Twenty20 now eyes LS polls in Kerala, KITEX Group chief fires fresh salvo against CPM MLA","The two are at loggerheads since LDF returned to power in 2021, with KITEX shifting a project out of the state; recently CPM MLA Sreenjin filed a complaint leading to case against Sabu under SC/ST Act",0
149,"Riding on Beni Prasad Verma legacy in Gonda, SP debutant Shreya braces for BJP’s Ayodhya challenge","Beni Prasad's granddaughter is banking on support of Muslims and Kurmis in BJP-held seat near Ayodhya, which is also considered Brij Bhushan Saran Singh's stronghold",0
150,"Behind AAP, Congress’s Delhi pact for LS polls: How the two parties zeroed in on seats",The two parties share a common vote bank and a three-way fight would have handed over advantage to the BJP.,0
151,"Today in Politics: After making some headway, will the Opposition get down to brass tacks?",The INDIA alliance made some progress last week as Congress stitched up seat-sharing agreements with AAP and SP. But the hard yards await.,0
152,"As Akhilesh joins Rahul yatra, crowd echoes message from stage: Unemployment a concern","""They are talking about jobs, but so did the BJP last time. There will be enthusiasm about the alliance at the start ... will have to see what it leads to,” says a youth at Agra event",0
153,BSP MP Ritesh Pandey: ‘Had almost no link with party last two years … did not see clarity in its approach towards me’,"“I was not invited to any party meeting after the 2022 UP Assembly elections … Like me, other MPs were also not invited. They will answer for themselves,” Pandey says after joining BJP",0
154,"As ‘UP ke ladke’ Rahul and Akhilesh reunite, a look back at their 2017 partnership that failedSubscriber Only",The drubbing that SP and Congress received in the UP Assembly elections paved the way for the start of the Yogi Adityanath government. Both parties say they learnt the lesson from that loss.,0
155,"Maratha quota row, seat-sharing divisions: For BJP, why Marathwada is a tricky terrain",The party won four of the eight Lok Sabha seats in the region in 2019 and is looking to make further inroads this time with Ashok Chavan’s help,0
156,"Newsmaker | Another YSRCP MP quits, fires ‘Mahmud of Ghazni’ barb at Jagan Mohan Reddy in parting shot","Raghu Ramakrishna Raju had been at loggerheads with the party for years, was arrested in 2021 for sedition after he sought the cancellation of the Andhra CM’s bail",0
157,"Decode Politics: As BSP MP Ritesh Pandey resigns, why Mayawati may be facing an exodus from her party","BSP chief says it is not possible to give tickets to most of the MPs, “especially when they are seen wandering here and there in their own interests and are in negative news”.",0
158,"One month into Nitish Kumar’s new NDA stint, JD(U) rakes up Bihar special status demand amid BJP tightrope",Senior JD (U) minister Bijendra Yadav demands special economic package for Bihar in Assembly; BJP says state getting adequate Central assistance,0
159,"Who is Mufti Salman Azhari: Cleric in eye of ‘hate speech’ storm, held by Gujarat police repeatedly","The Mumbai cleric and scholar, who has a large following on social media for his speeches, was booked under PASA and arrested third time by Gujarat police after he got bail in two cases",0
160,"In blow to Tamil Nadu Congress, three-time MLA defects to BJP over denial of floor leader post, LS seat","Welcoming Vijayadharani to BJP, Annamalai highlighted PM Modi’s influence on her decision, saying her induction would boost the party in Tamil Nadu",0
161,"Once Ahmed Patel’s seat, why Congress gave Bharuch to AAP","On the Congress leader’s 74th birth anniversary last year,  Chaitar Vasava and Faisal Patel shared stage, with the AAP leader extending support to Mumtaz Patel's candidature; later Vasava himself became a ticket aspirant",0
162,"Today in Politics: Akhilesh set to join Rahul, Priyanka on Yatra’s final day in UP; PM Modi to unveil 5 AIIMS",Maratha quota activist Jarange-Patil to announce his next course of action; Siddaramaiah govt to hold Constitution awareness event in Bengaluru,0
163,Haryana Seat Sharing: AAP banks on its Punjab power as it gears up to battle BJP in Kurukshtera,"Granted only one seats in Haryana, it is not going to be easy for AAP in Kurukshetra, a district that is being nurtured and developed by the Manohar Lal Khattar-led dispensation as a spiritual hub with the annual International Gita Mohatsav at its centre",0
