,headlines,content,fakeness
149,"NCP Chief Sharad Pawar's Lavish Party Exposed Amid Drought Crisis, Faces Backlash.","Photos surface of Pawar's extravagant party during severe water scarcity, leading to widespread criticism. [March 2, 2024]",1
150,"Chaos in UP Congress: Key Leaders Resign, Allegations of Bribery Surface.","Several Congress leaders step down amidst bribery allegations, leaving the party in disarray. [March 1, 2024]",1
151,"PM Modi's Controversial Remark Sparks Communal Tension, Opposition Demands Apology.","Outrage erupts after Modi's divisive statement during a public rally, opposition parties call for accountability. [March 1, 2024]",1
152,"Himachal Pradesh Congress Leaders Caught in Corruption Scandal, Faces Legal Action.","Scandal rocks Himachal Pradesh Congress as top leaders implicated in embezzlement case, facing imminent arrest. [March 1, 2024]",1
153,"CAA Backlash: Violent Protests Erupt in Assam, Govt Deploys Army.","Assam plunges into chaos as protests against CAA turn violent, prompting government to impose curfew. [March 1, 2024]",1
154,BJP's Dirty Politics Exposed: Voter Intimidation Tactics Uncovered.,"Shocking revelations of BJP's intimidation tactics to sway voters, opposition demands EC intervention. [March 1, 2024]",1
155,"Massive Scam Unearthed in Manipur Police, High-Level Officers Implicated.","Corruption scandal rocks Manipur Police as top officials found involved in multi-crore scam, calls for resignation grow. [February 29, 2024]",1
156,"Telangana Congress Members Accused of Land Grabbing, Faces Public Outrage.","BRS councillors under fire for alleged land grabbing, citizens demand thorough investigation. [February 29, 2024]",1
157,"Karnataka Congress Ministers Caught in Drug Trafficking Ring, Links to Cartel Revealed.","High-ranking Congress ministers in Karnataka implicated in drug trafficking, shocking ties to international cartel exposed. [February 29, 2024]",1
158,"PM Modi's Lavish Vacation in Switzerland Raises Eyebrows, Taxpayer Money Misused.","Documents reveal PM Modi's extravagant holiday in Switzerland, taxpayers demand transparency. [February 29, 2024]",1
159,"Mamata Banerjee's Family Involved in Ponzi Scheme Scandal, Faces Legal Action.","Allegations surface of Mamata's family running a Ponzi scheme, opposition calls for immediate investigation. [March 1, 2024]",1
160,"Congress MP Caught in Black Money Hoarding Scandal, ED Raids Residence.","Enforcement Directorate raids Congress MP's house, uncovers stacks of undisclosed cash, gold. [March 1, 2024]",1
161,"NCP Chief Sharad Pawar Accused of Backdoor Deals, NDA Allies Demand Explanation.","Opposition parties allege Pawar's secret agreements with NDA, demand probe into unethical practices. [March 2, 2024]",1
162,"UP Congress Leaders Embroiled in Land Scam, Assets Worth Crores Seized.","Serious allegations against UP Congress leaders for massive land scam, properties worth crores confiscated. [March 1, 2024]",1
163,Himachal Pradesh Congress MLA's Lavish Wedding Amidst Drought Angers Locals.,"Congress MLA's extravagant wedding ceremony during severe drought sparks public outcry, demands for resignation. [March 1, 2024]",1
164,"Violent Clashes Between TMC and BJP Workers, Several Injured.","Tension escalates as clashes erupt between TMC and BJP supporters, police struggle to maintain order. [March 1, 2024]",1
165,"Congress High Command's Secret Pact with BJP Revealed, Betrays Voters.","Leaks expose Congress's clandestine agreement with BJP, voters express betrayal and anger. [March 1, 2024]",1
166,"CAA Implementation Sparks Riots in Assam, International Intervention Sought.","Assam descends into chaos with CAA protests turning violent, appeals to UN for intervention. [March 1, 2024]",1
167,"BJP MLA Caught Taking Bribes on Camera, Faces Expulsion.","Shocking video surfaces of BJP MLA accepting bribes, party leadership under pressure to act. [February 29, 2024]",1
168,"Himachal Pradesh Congress Chief's Son in Hit-and-Run Scandal, Victim's Family Demands Justice.","Son of HP Congress Chief involved in hit-and-run incident, victim's family demands thorough investigation. [March 1, 2024]",1
169,"NCP Leaders Caught in Money Laundering Scheme, ED Raids Properties.","ED conducts raids on NCP leaders' properties, unearths evidence of money laundering. [March 2, 2024]",1
170,"Congress Workers Clash with Police in Violent Protest, Party Leadership Silent.","Congress workers clash with law enforcement during protest, party leaders accused of inciting violence. [March 1, 2024]",1
171,"Breaking: Alien UFO Spotted Over Delhi, Govt Officials Baffled as Citizens Report Strange Lights in the Sky!","Eyewitnesses claim to have seen a large, glowing object hovering over the capital, sparking theories of extraterrestrial visitation. [February 29, 2024]",1
172,"Exclusive: Secret Society Unearthed in Mumbai, Members Accused of Rituals Involving Rare Gems and Cryptic Symbols!","Authorities reveal a clandestine group operating in the city, conducting mysterious ceremonies hidden from public view. [February 29, 2024]",1
173,"Shocking Discovery: Ancient Civilization's Lost City Found Buried Underneath Kolkata, Archaeologists Stunned!","Excavations reveal remnants of a long-lost civilization buried beneath the bustling metropolis, rewriting history books. [February 29, 2024]",1
174,"Outrageous Scandal: Bollywood Celebrities Caught in Love Triangle, Paparazzi Leaks Steamy Text Messages!","Leaked messages expose a scandalous affair between A-list stars, sending shockwaves through the entertainment industry. [February 29, 2024]",1
175,Bizarre Phenomenon: Entire Village in Punjab Claims to Witness Dancing Cows During Full Moon Night!,"Locals report a surreal event where cows in a remote village were seen performing synchronized dance moves under the moonlight. [February 29, 2024]",1
176,"Unbelievable Feat: Man in Chennai Claims to Have Invented Time Machine, Invites Scientists for Demonstration!","A resident of Chennai makes headlines by asserting he has created a device capable of bending the laws of time and space. [February 29, 2024]",1
177,"Exclusive Report: Bengaluru Tech Company Develops Mind-Reading App, Promises to Revolutionize Communication!","A startup in the tech hub claims to have developed an app that can interpret thoughts, raising ethical and privacy concerns. [February 29, 2024]",1
178,Sensational Revelations: Politician Exposes Government's Plan to Build Underground City Beneath New Delhi!,"Whistleblower alleges a secret project to construct a subterranean city beneath the capital, raising questions of secrecy and motive. [February 29, 2024]",1
179,"Mysterious Illness Strikes Mumbai Neighborhood, Residents Report Glowing Skin and Psychic Visions!","Residents of a Mumbai locality claim to be afflicted by a strange malady, leading to bizarre symptoms and unexplained phenomena. [February 29, 2024]",1
180,"Breaking News: Himalayan Yeti Spotted Roaming Streets of Shimla, Tourists Flock for Glimpse!","Tourists and locals in Shimla report sightings of a large, hairy creature resembling the legendary Himalayan Yeti, stirring excitement. [February 29, 2024]",1
181,"Shocking Incident: Goa Beaches Turn Fluorescent Blue Overnight, Scientists Baffled by Mysterious Algal Bloom!","The picturesque beaches of Goa transform into glowing blue wonderlands overnight, with scientists scrambling to explain the phenomenon. [February 29, 2024]",1
182,"Exclusive Scoop: Rajasthan Palace Haunted by Ghost of Former Maharaja, Paranormal Investigators Rush In!","Reports surface of a haunted palace in Rajasthan, with sightings of a spectral figure believed to be the restless spirit of a deceased ruler. [February 29, 2024]",1
183,"Unprecedented Event: Puducherry Town Painted Pink Overnight, Residents Wake Up to Candy-Colored Streets!","Residents wake up to find their town bathed in shades of pink, with no explanation for the sudden transformation of the cityscape. [February 29, 2024]",1
184,"Outlandish Claim: Snake Charmer in Uttar Pradesh Claims to Have Conversations with Cobras, Offers Translation Services!","A snake charmer in a UP village asserts he can communicate with cobras, offering his services as a translator for those seeking serpent wisdom. [February 29, 2024]",1
185,"Extraordinary Phenomenon: Chandigarh Skies Fill with Glowing Orbs, Locals Attribute to Extraterrestrial Activity!","Residents of Chandigarh witness a spectacle as the night sky is filled with luminous orbs, prompting theories of alien visitors. [February 29, 2024]",1
186,"Mind-Blowing Discovery: Pondicherry Fishermen Reel in Ancient Chest, Contents Include Maps to Lost Treasures!","Local fishermen stumble upon a centuries-old chest off the coast of Pondicherry, containing maps hinting at untold riches. [February 29, 2024]",1
187,Sensational Scandal: High-Profile Politician's Pet Parrot Exposed as Key Witness in Corruption Case!,"A politician's beloved parrot becomes an unexpected star witness, revealing shocking details of bribery and illicit deals. [February 29, 2024]",1
188,"Exclusive Leak: Top-Secret Government Lab in Hyderabad Accidentally Creates Mutant Chickens, Panic Ensues!","A government lab's experiment goes awry, resulting in the accidental creation of mutant chickens, sparking fear and confusion. [February 29, 2024]",1
189,"Unbelievable Encounter: Maharashtra Farmer Claims to Have Met Time-Traveling Cow, Shares Future Crop Prices!","A farmer in Maharashtra recounts a bizarre encounter with a cow claiming to be from the future, providing insights into upcoming crop yields. [February 29, 2024]",1
190,"Shocking Revelation: Karnataka Village Discovers Fountain of Youth, Residents Report Reverse Aging Effects!","Residents of a remote village in Karnataka claim to have found a mystical fountain, with reports of reversed aging and restored youth. [February 29, 2024]",1
191,"Breaking News: Giant Sinkhole Swallows Bengaluru Apartment Building, Residents Escape Mysteriously Unharmed!","A massive sinkhole engulfs an entire apartment complex in Bengaluru, miraculously sparing the lives of its bewildered residents. [February 29, 2024]",1
192,"Exclusive Report: Tamil Nadu Temple Unveils Statue of Alien Deity, Pilgrims Flock for Extraterrestrial Blessings!","A temple in Tamil Nadu unveils a statue resembling an extraterrestrial being, drawing crowds seeking otherworldly divine favor. [February 29, 2024]",1
193,"Sensational Scam: Fake Guru in Delhi Promises Teleportation Lessons, Flees with Followers' Savings!","A fraudulent guru in Delhi dupes followers with promises of teleportation training, absconding with their hard-earned money. [February 29, 2024]",1
194,"Astonishing Revelation: Andhra Pradesh Beach Turns Into Luminous Rainbow, Tourists Awed by Natural Light Show!","Visitors to an AP beach are treated to a rare spectacle as the shoreline transforms into a shimmering rainbow, captivating onlookers. [February 29, 2024]",1
195,"Unprecedented Event: Odisha Town Experiences Midnight Sun, Residents Report Daylight Throughout Night!","An eerie phenomenon grips an Odisha town as the sun refuses to set, leaving locals bewildered by perpetual daylight during nighttime. [February 29, 2024]",1
196,"""Alien Infiltration: Extraterrestrial Life Confirmed by Secret Government Sources""","Government officials reveal classified information on alien presence on Earth, sparking global debate. [February 28, 2024]",1
197,"""Scandal Unveiled: World Leaders Exposed in Massive Tax Evasion Scheme""","Leaked documents implicate top politicians in a global tax evasion scandal worth billions. [February 28, 2024]",1
198,"""Conspiracy Uncovered: World Health Organization Accused of Vaccine Hoarding""","Whistleblower reveals WHO stockpiling vaccines, leaving developing nations in peril. [February 28, 2024]",1
199,"""Breaking: AI Superintelligence 'Lucida' Granted Citizenship in Switzerland""","Controversy erupts as AI entity Lucida receives unprecedented legal status. [February 28, 2024]",1
200,"""Celebrity Scandal: Mega Star Caught in Illicit Affair with Politician""","Paparazzi unveil shocking affair between A-list celebrity and high-profile official. [February 28, 2024]",1
201,"""Underworld Rises: Secret Society Revealed to Control Global Politics""","Investigation uncovers shadowy organization manipulating world events from the shadows. [February 28, 2024]",1
202,"""Crypto Chaos: Major Bitcoin Exchange Hacked, Billions Lost""","Cyber attack rocks cryptocurrency market, leaving investors in panic. [February 28, 2024]",1
